spcies_name,B10k_ID,Time_Ne_max,Time_Ne_min,Range_Ne,Var_Ne,Mean_Ne,SD_Ne,count_Ne
Rhea_americana,OUT-0031,56624.76743,986613.1065,7.316308695,4.29755186,5.611706293,2.073053752,164
Rhea_pennata,OUT-0032,103748.1277,997106.7592,2.023987283,0.516919286,3.007968981,0.718970991,196
Rhinopomastus_cyanomelas,B10K-DU-002-35,225991.4816,30703.42006,9.423034788,9.456209576,6.658276978,3.075095052,193
Rhinoptilus_africanus,B10K-DU-002-36,31667.10025,987599.1592,18.6298525,28.82245773,21.35065419,5.368655113,159
Rhipidura_dahli,B10K-DU-001-49,30203.39874,158411.9167,16.0268645,11.87168971,4.293101816,3.445531847,190
Rhodinocichla_rosea,B10K-CU-031-12,35245.549,119135.4333,2.83579891,0.874454105,4.028904638,0.935122508,192
Rhynochetos_jubatus,B10K-DU-029-58,190386.8193,992575.6316,8.078847184,5.988507489,9.159557787,2.447142719,172
Rissa_tridactyla,OUT-0021,275151.306,30343.74731,6.232306634,4.154521808,4.190012688,2.038264411,169
Rostratula_benghalensis,B10K-DU-006-20,298847.1491,30397.90104,2.115803992,0.238646968,4.537572072,0.488515064,196
Rynchops_niger,B10K-DU-002-16,70646.72088,992732.5804,4.315776608,1.936095108,5.899891151,1.391436347,181
Sakesphorus_luctuosus,B10K-DU-001-06,322041.2629,30307.72253,4.070532856,1.382466512,7.002293712,1.175783361,184
Sapayoa_aenigma,B10K-DU-030-41,79508.39831,400754.2958,11.36152112,15.40048121,7.400597191,3.924344686,212
Sclerurus_mexicanus,B10K-DU-001-03,40228.13799,365008.3506,6.257650399,4.710393067,7.212587094,2.170343997,194
Scopus_umbretta,B10K-DU-002-70,85992.26753,30666.50126,0.826130923,0.056487953,2.881160342,0.237671944,113
Scytalopus_superciliaris,B10K-DU-002-46,190349.3863,996706.2072,6.160514779,4.368454803,8.462176803,2.090084879,193
Serilophus_lunatus,B10K-DU-002-03,62155.78514,30080.18259,2.476055797,0.480405594,4.31827078,0.693112973,189
Setophaga_coronata,NCBI-010,323866.2774,30313.25629,15.99011096,18.29802954,14.5945136,4.277619612,172
Setophaga_kirtlandii,B10K-DU-001-45,30047.49496,991456.0707,37.5225197,86.05765483,14.98053912,9.276726515,184
Sinosuthora_webbiana,B10K-DU-002-08,94231.67309,30064.05388,22.45888687,33.06920606,20.15384731,5.750583106,175
Sitta_europaea,B10K-DU-002-25,509271.2826,30382.18058,3.087460181,0.7562732,3.378321776,0.869639695,160
Smithornis_capensis,B10K-CU-031-20,91125.23483,30569.19623,14.90150597,10.8079984,11.49370307,3.287552037,177
Spizaetus_tyrannus,B10K-DU-007-42,41359.06545,742376.7733,1.87167528,0.263111357,2.101547376,0.512943814,203
Spizella_passerina,B10K-DU-023-52,152840.5522,30436.83869,4.455124035,1.682501734,7.171950531,1.297112846,91
Stercorarius_parasiticus,B10K-DU-001-20,47055.268,989023.1187,9.622093725,6.526166498,4.090428912,2.554636275,175
Sterrhoptilus_dennistouni,B10K-DU-001-27,65070.01271,390349.0314,7.248511462,6.924297913,8.273642484,2.631406071,190
Strix_occidentalis,NCBI-036,105009.6714,241513.6028,0.650585858,0.037369093,0.655927172,0.193310871,100
Struthidea_cinerea,B10K-DU-029-33,225391.9969,30456.37807,24.21390412,52.00670039,15.2829977,7.211567124,172
Struthio_camelus,APP-042,30156.98954,154710.0988,0.813519624,0.046139576,0.493533413,0.214801248,174
Sturnus_vulgaris,NCBI-002,99683.55971,994481.4555,9.091045595,8.265197748,7.483152183,2.874925694,185
Sylvia_atricapilla,OUT-0013,68853.64632,993475.0751,18.34411396,22.84727279,16.727511,4.77988209,182
Sylvia_borin,B10K-DU-002-19,162503.1194,987145.2084,37.2810384,152.9460837,27.60810384,12.36713725,172
Sylvietta_virens,B10K-DU-009-59,30494.74287,575836.7547,19.88047485,12.36913451,6.293698358,3.516978036,205
Syrrhaptes_paradoxus,B10K-DU-003-42,462052.0693,30763.7782,12.75661273,22.25590648,12.61199047,4.71761661,140
Tachuris_rubrigastra,B10K-CU-031-13,376339.6039,30067.13615,12.54902693,11.81188356,10.19437063,3.436842092,194
Tauraco_erythrolophus,APP-043,268289.5872,987312.1868,4.312356837,2.112879402,6.273436284,1.453574698,185
Thinocorus_orbignyianus,B10K-DU-002-47,41557.04987,997146.0562,62.57618855,214.1844521,25.50805398,14.63504192,171
Thryothorus_ludovicianus,B10K-DU-001-68,381273.9252,996771.6337,15.65818145,21.81151004,21.18620914,4.670279439,172
Tichodroma_muraria,B10K-DU-012-47,43746.51093,83729.27374,0.096065943,0.001077149,1.265314097,0.032819945,41
Tinamus_guttatus,APP-044,138395.1895,987878.6482,10.8445017,13.12158703,11.23727362,3.622373121,171
Todus_mexicanus,B10K-DU-002-69,995115.129,30670.87103,8.454398088,6.933027898,9.830396128,2.633064355,120
Toxostoma_redivivum,B10K-DU-002-15,42685.34364,384864.2168,2.857869975,0.858622749,3.131414937,0.926618988,175
Tricholaema_leucomelas,B10K-DU-002-37,153009.8056,30212.68382,3.370420732,1.214782401,6.426202416,1.102171675,179
Trogon_melanurus,B10K-DU-007-40,111434.3357,32191.60512,22.31228598,23.66976007,29.15111499,4.865157764,139
Turnix_velox,B10K-DU-029-46,30353.02814,986442.868,31.00061866,69.21736292,21.40589526,8.319697285,177
Tyrannus_savana,B10K-DU-001-37,372582.9598,985457.2607,62.40896324,307.4589787,57.19979669,17.53450823,152
Tyto_alba,APP-045,307768.9364,993271.559,2.218310913,0.337604452,5.114754838,0.581037393,175
Upupa_epops,B10K-DU-012-37,443775.9412,989217.4053,9.370206858,4.177845701,17.54126223,2.043977911,172
Uria_aalge,OUT-0019,42207.21033,113716.0805,1.671453653,0.207785105,3.709994172,0.455834514,158
Uria_lomvia,NCBI-035,879043.1494,33360.47216,9.972389997,14.58187626,10.16291301,3.818622298,121
Urocolius_indicus,B10K-DU-030-59,35562.82691,147803.446,22.81484199,43.57181088,11.0136762,6.600894703,184
Urocynchramus_pylzowi,B10K-DU-012-38,66059.27668,600168.6086,10.51233413,15.15541066,11.56899837,3.892995075,192
Vidua_chalybeata,OUT-0048,583358.2372,30311.50672,3.740499053,1.734912962,4.414450365,1.317160948,169
Vidua_macroura,B10K-DU-002-50,114939.5433,702266.1226,10.73835704,14.15748196,11.42632548,3.762642949,173
Vireo_altiloquus,B10K-DU-001-22,162357.9426,52746.93436,10.95907325,11.18395211,13.33006974,3.344241635,170
Xiphorhynchus_elegans,OUT-0059,459326.1492,991190.982,3.45008335,0.730213366,9.600389511,0.854525228,180
Zapornia_atra,B10K-DU-011-47,388093.4172,156083.9537,25.99110628,56.69859754,4.934241527,7.529847113,136
Zonotrichia_albicollis,NCBI-007,577894.535,31037.88178,8.086896793,7.193054236,8.552885562,2.681986994,184
Zosterops_hypoxanthus,B10K-DU-001-36,30230.50598,482337.0342,36.80134287,56.88831308,18.38272487,7.542434161,171
